"restName"	"Address"	"Phone"	"webSite"	"openingDays"	"Takes_Reservations"	"Delivery"	"Take_out"	"Accepts_Credit_Cards"	"Accepts_Apple_Pay"	"Accepts_Android_Pay"	"Accepts_Bitcoin"	"Good_For"	"Parking"	"Bike_Parking"	"Good_for_Kids"	"Good_for_Groups"	"Attire"	"Ambience"	"Noise_Level"	"Alcohol"	"Outdoor_Seating"	"Wi_Fi"	"Has_TV"	"Good_for_Kids.1"	"Caters"	"Gender_Neutral_Restrooms"	"ContactPage"	"CustomerEmail"
"Nihon Whisky Lounge"	"1779 Folsom StMissionSan Francisco, CA 94103"	"(415) 552-4400"	"dajanigroup.net/establishment…"	" Mon , Closed Tue , 5:30 pm - 1:00 am Wed , 5:30 pm - 1:00 am Thu , 5:30 pm - 1:00 am Fri , 5:30 pm - 2:00 am Sat , 6:00 pm - 2:00 am Sun , Closed"	"Yes"	"No"	"No"	"Yes"	NA	NA	NA	"Dinner"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Trendy"	"Average"	"Full Bar"	"No"	"No"	"No"	"No"	"No"	"Yes"	NA	NA
"Nojo Ramen Tavern"	"231 Franklin StSan Francisco, CA 94102"	"(415) 896-4587"	"nojosf.com"	" Mon , Closed Tue , 5:00 pm - 10:30 pm Wed , 5:00 pm - 10:30 pm Thu , 5:00 pm - 10:30 pm Fri , 5:00 pm - 10:30 pm Sat , 5:00 pm - 10:30 pm Sun , 11:30 am - 2:30 pm4:00 pm - 7:00 pm"	"No"	"No"	"No"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	NA	NA
"Olea"	"1494 California StSan Francisco, CA 94109"	"(415) 202-8521"	"oleasf.com"	" Mon , Closed Tue , Closed Wed , Closed Thu , Closed Fri , Closed Sat , 9:00 am - 2:00 pm Sun , 9:00 am - 2:00 pm"	"Yes"	"No"	"No"	"Yes"	"No"	"No"	"No"	"Brunch"	"Garage, Street"	"Yes"	"No"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	NA	NA
"OzaOza"	"1700 Post StSte KSan Francisco, CA 94115"	"(415) 674-4400"	"ozaoza.net"	" Mon , Closed Tue , 5:00 pm - 10:30 pm Wed , 5:00 pm - 10:30 pm Thu , 5:00 pm - 10:30 pm Fri , 5:00 pm - 10:30 pm Sat , 5:00 pm - 10:30 pm Sun , Closed"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"	"No"	"Dinner"	"Street"	"No"	"Yes"	"No"	"Casual"	NA	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	NA	NA
"Pancho Villa Taqueria"	"3071 16th StSan Francisco, CA 94103"	"(415) 864-8840"	"sfpanchovilla.com"	" Mon , 10:00 am - 12:00 am Tue , 10:00 am - 12:00 am Wed , 10:00 am - 12:00 am Thu , 10:00 am - 12:00 am Fri , 10:00 am - 12:00 am Sat , 10:00 am - 12:00 am Sun , 10:00 am - 12:00 am"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Loud"	"Beer & Wine Only"	"No"	"Free"	"No"	"Yes"	"Yes"	NA	NA	NA
"Pastel Brazzuca"	"290 De Haro StSan Francisco, CA 94103"	"(415) 800-7057"	"pastelbrazzuca.com"	" Mon , 8:00 am - 7:00 pm Tue , 8:00 am - 7:00 pm Wed , 8:00 am - 7:00 pm Thu , 8:00 am - 7:00 pm Fri , 8:00 am - 7:00 pm Sat , 9:00 am - 2:30 pm Sun , Closed"	"No"	"No"	"Yes"	"Yes"	"Yes"	NA	NA	NA	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"No"	"Yes"	"Free"	"Yes"	"Yes"	"No"	NA	NA	NA
"Samiramis Imports"	"2990 Mission StSan Francisco, CA 94110"	"(415) 824-6555"	"samiramis-imports.cafe-inspec…"	" Mon , 10:00 am - 8:00 pm Tue , 10:00 am - 8:00 pm Wed , 10:00 am - 8:00 pm Thu , 10:00 am - 8:00 pm Fri , 10:00 am - 8:00 pm Sat , 10:00 am - 8:00 pm Sun , 10:00 am - 8:00 pm"	"Yes"	"No"	"No"	"Yes"	NA	NA	NA	NA	"Street"	"No"	"No"	"No"	"Casual"	"Casual"	"Quiet"	"No"	"No"	"No"	"No"	"No"	"No"	NA	NA	NA
"Shalimar"	"532 Jones StSan Francisco, CA 94102"	"(415) 928-0333"	"shalimarsf.com"	" Mon , 11:30 am - 12:00 am Tue , 11:30 am - 12:00 am Wed , 11:30 am - 12:00 am Thu , 11:30 am - 12:00 am Fri , 11:30 am - 12:00 am Sat , 11:30 am - 12:00 am Sun , 11:30 am - 11:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Divey, Casual"	"Average"	"No"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	NA	NA
"Sriracha Thai Cuisine"	"1319 9th AveSan Francisco, CA 94122"	"(415) 564-7722"	"orders.imenu360.us/srirachath…"	" Mon , 11:00 am - 10:00 pm Tue , 11:00 am - 10:00 pm Wed , 11:00 am - 10:00 pm Thu , 11:00 am - 10:00 pm Fri , 11:00 am - 10:00 pm Sat , 11:00 am - 10:00 pm Sun , 11:00 am - 10:00 pm"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch, Dinner"	"Street, Private Lot"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Quiet"	"Beer & Wine Only"	"No"	"Free"	"Yes"	"Yes"	"Yes"	"Yes"	NA	NA
"Thai Time Restaurant"	"315 8th AveSan Francisco, CA 94118"	"(415) 831-3663"	"thaitimerestaurant.eat24hour.…"	" Mon , Closed Tue , 11:30 am - 10:00 pm Wed , 11:30 am - 10:00 pm Thu , 11:30 am - 10:00 pm Fri , 11:30 am - 10:00 pm Sat , 11:30 am - 10:00 pm Sun , 11:30 am - 10:00 pm"	"No"	"Yes"	"Yes"	"Yes"	"No"	NA	NA	"Dinner"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	NA	NA	NA
"Bayshore Taqueria"	"300 Bayshore BlvdUnit ASan Francisco, CA 94124"	"(415) 285-1100"	"squareup.com/market/bayshore-…"	" Mon , 11:00 am - 10:00 pm Tue , 11:00 am - 10:00 pm Wed , 11:00 am - 10:00 pm Thu , 11:00 am - 10:00 pm Fri , 11:00 am - 10:00 pm Sat , 11:00 am - 5:00 pm Sun , Closed"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Lunch, Dinner"	"Street, Private Lot"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	NA	NA
"The House"	"1230 Grant AveSan Francisco, CA 94133"	"(415) 986-8612"	"thehse.com"	" Mon , 11:30 am - 2:30 pm5:30 pm - 10:00 pm Tue , 11:30 am - 2:30 pm5:30 pm - 10:00 pm Wed , 11:30 am - 2:30 pm5:30 pm - 10:00 pm Thu , 11:30 am - 2:30 pm5:30 pm - 10:00 pm Fri , 11:30 am - 2:30 pm5:30 pm - 11:00 pm Sat , 11:30 am - 2:30 pm5:00 pm - 11:00 pm Sun , 5:00 pm - 10:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"Yes"	"No"	"No"	"Casual"	NA	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"No"	"Yes"	NA	NA
"The Pig & Whistle"	"2801 Geary BlvdSan Francisco, CA 94118"	"(415) 885-4779"	"pig-and-whistle.com"	" Mon , 11:30 am - 2:00 am Tue , 11:30 am - 2:00 am Wed , 11:30 am - 2:00 am Thu , 11:30 am - 2:00 am Fri , 11:30 am - 2:00 am Sat , 11:30 am - 2:00 am Sun , 11:30 am - 2:00 am"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	NA	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Casual"	"Loud"	"Full Bar"	"No"	"No"	"Yes"	"No"	"No"	"Yes"	NA	NA
"The Sandwich Spot"	"3213 Pierce StSan Francisco, CA 94123"	"(415) 829-2587"	"thesandwichspotsanfrancisco.c…"	" Mon , 10:00 am - 5:00 pm Tue , 10:00 am - 5:00 pm Wed , 10:00 am - 5:00 pm Thu , 10:00 am - 5:00 pm Fri , 10:00 am - 6:00 pm Sat , 10:00 am - 6:00 pm Sun , 10:00 am - 6:00 pm"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Lunch"	"Garage, Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"Free"	"Yes"	"Yes"	"Yes"	"Yes"	NA	NA
"V16 Sushi Lounge"	"3092 16th StSan Francisco, CA 94103"	"(415) 947-7128"	"v16-sushi-lounge-san-francisc…"	" Mon , 5:30 pm - 10:30 pm Tue , 5:30 pm - 10:30 pm Wed , 5:30 pm - 10:30 pm Thu , 5:30 pm - 10:30 pm Fri , 5:30 pm - 11:30 pm Sat , 5:30 pm - 11:30 pm Sun , 5:30 pm - 10:30 pm"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	NA	"No"	"Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual, Trendy"	"Average"	"Beer & Wine Only"	"No"	"Free"	"Yes"	"Yes"	"Yes"	"Yes"	NA	NA
"All Star Donuts"	"901 Clement StSan Francisco, CA 94118"	"(415) 221-9838"	NA	" Mon , Open 24 hours Tue , Open 24 hours Wed , Open 24 hours Thu , Open 24 hours Fri , Open 24 hours Sat , Open 24 hours Sun , Open 24 hours"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Breakfast, Late Night, Dessert"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Quiet"	"No"	"No"	"No"	"No"	"Yes"	"No"	NA	NA	NA
"All Star Tamales"	"Heart Of The City Farmers MarketUnited Nations PlzSan Francisco, CA 94102"	"(925) 252-1097"	"http://allstartamales.com"	" Mon , Closed Tue , 9:00 am - 3:00 pm Wed , 8:00 am - 3:30 pm Thu , 9:00 am - 3:00 pm Fri , Closed Sat , Closed Sun , Closed"	"No"	"No"	"Yes"	"No"	NA	NA	NA	"Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"	NA	"http://www.artisteer.com/?p=joomla_templates"	NA
"Alma Cocina"	"2801 Folsom StSan Francisco, CA 94110"	"(415) 341-0389"	"http://almacocinasf.com"	" Mon , 11:30 am - 10:00 pm Tue , 11:30 am - 10:00 pm Wed , 11:30 am - 10:00 pm Thu , 11:30 am - 10:00 pm Fri , 11:30 am - 10:00 pm Sat , 11:30 am - 10:00 pm Sun , 11:30 am - 10:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	NA	"Street"	"No"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"Yes"	NA	"http://almacocinasf.com/contact.html"	NA
"AL’s Place"	"1499 Valencia StSan Francisco, CA 94110"	"(415) 416-6136"	"http://alsplacesf.com"	" Mon , Closed Tue , Closed Wed , 5:30 pm - 10:00 pm Thu , 5:30 pm - 10:00 pm Fri , 5:30 pm - 10:00 pm Sat , 5:30 pm - 10:00 pm Sun , 5:30 pm - 10:00 pm"	"Yes"	"No"	"No"	"Yes"	"No"	"No"	"No"	"Dinner"	"Street"	"No"	"No"	"No"	"Casual"	"Trendy"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"No"	"Yes"	"http://alsplacesf.com/contact/"	NA
"a Mano"	"450 Hayes StSan Francisco, CA 94102"	"(415) 506-7401"	"http://amanosf.com"	" Mon , 11:30 am - 3:30 pm5:00 pm - 11:00 pm Tue , 11:30 am - 3:30 pm5:00 pm - 11:00 pm Wed , 11:30 am - 3:30 pm5:00 pm - 11:00 pm Thu , 11:30 am - 3:30 pm5:00 pm - 11:00 pm Fri , 11:30 am - 3:30 pm5:00 pm - 12:00 am Sat , 11:30 am - 12:00 am Sun , 11:30 am - 11:00 pm"	"No"	"No"	"No"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Casual, Trendy"	"Loud"	"Full Bar"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"http://amanosf.com/contact/"	NA
"Amasia Hide’s Sushi Bar"	"149 Noe StSan Francisco, CA 94114"	"(415) 861-7000"	"http://amasiasushi.com"	" Mon , Closed Tue , 5:30 pm - 10:00 pm Wed , 5:30 pm - 10:00 pm Thu , 5:30 pm - 10:00 pm Fri , 5:30 pm - 10:00 pm Sat , 5:30 pm - 10:00 pm Sun , 5:30 pm - 9:30 pm"	"No"	"No"	"Yes"	"Yes"	NA	NA	NA	"Dinner"	"Street"	"Yes"	"No"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	"http://amasiasushi.com"	NA
"1760"	"1760 Polk StSan Francisco, CA 94109"	"(415) 359-1212"	"http://1760sf.com"	" Mon , 5:30 pm - 9:30 pm Tue , 5:30 pm - 9:30 pm Wed , 5:30 pm - 9:30 pm Thu , 5:30 pm - 9:30 pm Fri , 5:30 pm - 11:00 pm Sat , 5:30 pm - 11:00 pm Sun , Closed"	"Yes"	"No"	"No"	"Yes"	"No"	NA	NA	"Dinner"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Trendy"	"Average"	"Full Bar"	"No"	"No"	"No"	"No"	"No"	NA	"http://1760sf.com#"	NA
"Ambrosia Bakery"	"2605 Ocean AveSan Francisco, CA 94132"	"(415) 334-5305"	"http://ambrosiabakerysf.com"	" Mon , 6:00 am - 6:00 pm Tue , 6:00 am - 6:00 pm Wed , 6:00 am - 6:00 pm Thu , 6:00 am - 6:00 pm Fri , 6:00 am - 6:00 pm Sat , 7:00 am - 6:00 pm Sun , 8:00 am - 2:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	NA	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	NA	"http://ambrosiabakerysf.com"	NA
"Amélie"	"1754 Polk StSan Francisco, CA 94109"	"(415) 292-6916"	"http://ameliewinebar.com"	" Mon , 5:00 pm - 1:00 am Tue , 5:00 pm - 1:00 am Wed , 5:00 pm - 1:00 am Thu , 5:00 pm - 1:00 am Fri , 5:00 pm - 1:00 am Sat , 5:00 pm - 1:00 am Sun , 5:00 pm - 1:00 am"	"Yes"	"No"	"No"	"Yes"	NA	NA	NA	"Late Night"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Trendy"	"Loud"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"No"	"Yes"	"http://www.squarespace.com"	NA
"Ananda Fuara"	"1298 Market StSan Francisco, CA 94102"	"(415) 621-1994"	"http://anandafuara.com"	" Mon , Closed Tue , 11:00 am - 8:00 pm Wed , 11:00 am - 8:00 pm Thu , 11:00 am - 8:00 pm Fri , 11:00 am - 8:00 pm Sat , 11:00 am - 8:00 pm Sun , 11:00 am - 3:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"Lunch"	"Street"	"No"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	"http://anandafuara.com/contact/"	NA
"Anar Restaurant Persian Cuisine"	"937 Harrison StSan Francisco, CA 94107"	"(415) 543-2627"	"http://anarrestaurantsf.com"	" Mon , Closed Tue , 12:00 pm - 4:00 pm5:00 pm - 9:00 pm Wed , 12:00 pm - 4:00 pm5:00 pm - 9:00 pm Thu , 12:00 pm - 4:00 pm5:00 pm - 9:00 pm Fri , 12:00 pm - 4:00 pm5:00 pm - 9:30 pm Sat , 12:00 pm - 4:00 pm5:00 pm - 9:30 pm Sun , 12:00 pm - 4:00 pm5:00 pm - 9:00 pm"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	NA	"No"	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"Free"	"No"	"Yes"	"Yes"	NA	"http://anarrestaurantsf.com/contact-us/"	NA
"Anchor Oyster Bar"	"579 Castro StSan Francisco, CA 94114"	"(415) 431-3990"	"http://anchoroysterbar.com"	" Mon , 11:30 am - 10:00 pm Tue , 11:30 am - 10:00 pm Wed , 11:30 am - 10:00 pm Thu , 11:30 am - 10:00 pm Fri , 11:30 am - 10:00 pm Sat , 11:30 am - 10:00 pm Sun , 4:00 pm - 9:30 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"Yes"	"No"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"No"	"Yes"	"http://statcounter.com/free_hit_counter.html"	NA
"Angel Cafe & Deli"	"700 Geary StSan Francisco, CA 94109"	"(415) 931-3467"	NA	" Mon , 7:00 am - 6:00 pm Tue , 7:00 am - 6:00 pm Wed , 7:00 am - 6:00 pm Thu , 7:00 am - 6:00 pm Fri , 7:00 am - 6:00 pm Sat , 8:00 am - 5:00 pm Sun , 8:00 am - 3:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"No"	NA	"Breakfast, Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Quiet"	"No"	"Yes"	"Free"	"Yes"	"Yes"	"Yes"	NA	NA	NA
"Angkor Borei"	"3471 Mission StSan Francisco, CA 94110"	"(415) 550-8417"	"http://cambodiankitchen.com"	" Mon , 11:00 am - 3:00 pm5:00 pm - 9:30 pm Tue , 11:00 am - 3:00 pm5:00 pm - 9:30 pm Wed , Closed Thu , 11:00 am - 3:00 pm5:00 pm - 9:30 pm Fri , 11:00 am - 3:00 pm5:00 pm - 9:30 pm Sat , 11:00 am - 3:00 pm5:00 pm - 9:30 pm Sun , 5:00 pm - 9:30 pm"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	NA	"Dinner"	"Street"	"No"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"http://cambodiankitchen.comcontactus.html"	NA
"An Japanese Restaurant"	"22 Peace PlzSte 510San Francisco, CA 94115"	"(415) 292-4886"	"http://sushiansf.com"	" Mon , Closed Tue , 5:30 pm - 10:00 pm Wed , 5:30 pm - 10:00 pm Thu , 5:30 pm - 10:00 pm Fri , 5:30 pm - 10:00 pm Sat , 5:30 pm - 10:00 pm Sun , Closed"	"Yes"	"No"	"No"	"Yes"	"No"	NA	NA	"Dinner"	"Garage"	"Yes"	"No"	"No"	"Casual"	"Intimate"	"Quiet"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"No"	NA	"http://sushiansf.comNA"	NA
"Another Cafe"	"1191 Pine StSan Francisco, CA 94109"	"(415) 857-5770"	"http://anothercafesf.com"	" Mon , 6:00 am - 10:00 pm Tue , 6:00 am - 10:00 pm Wed , 6:00 am - 10:00 pm Thu , 6:00 am - 10:00 pm Fri , 6:00 am - 10:00 pm Sat , 7:00 am - 9:00 pm Sun , 7:00 am - 9:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"	NA	"Breakfast, Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"Free"	"No"	"Yes"	"No"	"Yes"	"http://anothercafesf.comcontact.php"	NA
"20 Spot"	"3565 20th StSan Francisco, CA 94110"	"(415) 624-3140"	"http://20spot.com"	" Mon , 5:00 pm - 12:00 am Tue , 5:00 pm - 12:00 am Wed , 5:00 pm - 12:00 am Thu , 5:00 pm - 12:00 am Fri , 5:00 pm - 1:00 am Sat , 5:00 pm - 1:00 am Sun , Closed"	"No"	"No"	"No"	"Yes"	"Yes"	NA	NA	"Dinner"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Intimate"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"No"	"Yes"	"http://20spot.com/contact/"	NA
"Arabian Nights Restaurant"	"2345 Mission StSan Francisco, CA 94110"	"(415) 648-1444"	"http://arabiannightssf.com"	" Mon , 5:00 pm - 11:00 pm Tue , 5:00 pm - 11:00 pm Wed , 5:00 pm - 11:00 pm Thu , 5:00 pm - 11:00 pm Fri , 5:00 pm - 12:00 am Sat , 5:00 pm - 12:00 am Sun , 5:00 pm - 11:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Dinner"	"Garage, Street"	"Yes"	"Yes"	"Yes"	"Casual"	NA	"Average"	"Beer & Wine Only"	"Yes"	"Free"	"Yes"	"Yes"	"Yes"	NA	"http://www.arabiannightssf.com/contact/"	NA
"Ardiana"	"1781 Church StSan Francisco, CA 94131"	NA	NA	" Mon , Closed Tue , 5:00 pm - 10:00 pm Wed , 5:00 pm - 10:00 pm Thu , 5:00 pm - 10:00 pm Fri , 5:00 pm - 10:30 pm Sat , 5:00 pm - 10:30 pm Sun , Closed"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Arguello Super Market"	"782 Arguello BlvdSan Francisco, CA 94118"	"(415) 751-5121"	NA	" Mon , 7:30 am - 8:00 pm Tue , 7:30 am - 8:00 pm Wed , 7:30 am - 8:00 pm Thu , 7:30 am - 8:00 pm Fri , 7:30 am - 8:00 pm Sat , 7:30 am - 8:00 pm Sun , 7:30 am - 8:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	NA	NA
"Aria"	"932 Larkin StSan Francisco, CA 94109"	"(415) 292-6914"	"http://ariasf.com"	" Mon , 11:00 am - 3:00 pm4:30 pm - 9:00 pm Tue , 11:00 am - 3:00 pm4:30 pm - 9:00 pm Wed , 11:00 am - 3:00 pm4:30 pm - 9:00 pm Thu , 11:00 am - 3:00 pm4:30 pm - 9:00 pm Fri , 11:00 am - 3:00 pm4:30 pm - 9:00 pm Sat , 11:00 am - 9:00 pm Sun , Closed"	"No"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Lunch, Dinner"	"Street"	"No"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	NA	"mailto:contact@ariasf.com"	"mailto:contact@ariasf.com"
"Arizmendi Bakery"	"1331 9th AveSan Francisco, CA 94122"	"(415) 566-3117"	"http://arizmendibakery.com"	" Mon , Closed Tue , 7:00 am - 7:00 pm Wed , 7:00 am - 7:00 pm Thu , 7:00 am - 7:00 pm Fri , 7:00 am - 7:00 pm Sat , 7:30 am - 6:00 pm Sun , 7:30 am - 6:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Breakfast, Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"No"	"Yes"	"No"	"No"	"Yes"	"No"	NA	"mailto:info@arizmendibakery.com"	NA
"Arlequin Cafe & Food To Go"	"384 Hayes StSan Francisco, CA 94102"	"(415) 626-1211"	"http://arlequincafe.com"	" Mon , 8:00 am - 7:00 pm Tue , 8:00 am - 8:00 pm Wed , 8:00 am - 8:00 pm Thu , 8:00 am - 8:00 pm Fri , 8:00 am - 8:00 pm Sat , 9:00 am - 8:00 pm Sun , 9:00 am - 7:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"Free"	"No"	"Yes"	"Yes"	"Yes"	"http://arlequincafe.com/contact-us/"	"mailto:info@arlequincafe.com"
"Art’s Cafe"	"747 Irving StSan Francisco, CA 94122"	"(415) 665-7440"	NA	" Mon , Closed Tue , 7:00 am - 2:30 pm Wed , 7:00 am - 2:30 pm Thu , 7:00 am - 2:30 pm Fri , 7:00 am - 2:30 pm Sat , 7:00 am - 3:30 pm Sun , 7:30 am - 3:00 pm"	"No"	"No"	"Yes"	"No"	"No"	"No"	NA	"Breakfast, Brunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"No"	"No"	"No"	"No"	"Yes"	"No"	NA	NA	NA
"AsiaSF"	"201 9th StSan Francisco, CA 94103"	"(415) 255-2742"	"http://asiasf.com"	" Mon , Closed Tue , Closed Wed , 7:00 pm - 10:00 pm Thu , 7:00 pm - 10:00 pm Fri , 7:00 pm - 2:00 am Sat , 5:00 pm - 2:00 am Sun , 7:00 pm - 10:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"Dinner"	"Street"	"No"	"No"	"Yes"	"Dressy"	"Trendy"	"Loud"	"Full Bar"	"No"	"Free"	"No"	"No"	"No"	"Yes"	"https://asiasf.com/contact/"	NA
"20th Century Cafe"	"198 Gough StSan Francisco, CA 94102"	"(415) 621-2380"	"http://20thcenturycafe.com"	" Mon , 9:00 am - 5:30 pm Tue , 9:00 am - 5:30 pm Wed , 9:00 am - 5:30 pm Thu , 9:00 am - 5:30 pm Fri , 9:00 am - 5:30 pm Sat , 10:00 am - 5:30 pm Sun , 10:00 am - 4:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Breakfast, Brunch, Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	"http://20thcenturycafe.com#page"	NA
"Asiento"	"2730 21st StSan Francisco, CA 94110"	"(415) 829-3375"	"http://asientosf.com"	" Mon , 5:00 pm - 12:00 am Tue , 5:00 pm - 12:00 am Wed , 5:00 pm - 1:00 am Thu , 5:00 pm - 1:00 am Fri , 5:00 pm - 2:00 am Sat , 5:00 pm - 2:00 am Sun , 3:00 pm - 12:00 am"	"No"	"No"	"No"	"No"	"No"	NA	NA	"Late Night"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Casual"	"Average"	"Full Bar"	"No"	"Free"	"Yes"	"No"	"Yes"	NA	"http://asientosf.com"	NA
"Aslam’s Rasoi"	"1037 Valencia StSan Francisco, CA 94110"	"(415) 695-0599"	"http://aslamsrasoi.com"	" Mon , 5:00 pm - 10:00 pm Tue , 5:00 pm - 10:00 pm Wed , 5:00 pm - 10:00 pm Thu , 5:00 pm - 10:00 pm Fri , 5:00 pm - 11:00 pm Sat , 5:00 pm - 11:00 pm Sun , 5:00 pm - 10:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	NA	NA	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"Yes"	"Yes"	"Yes"	NA	"http://www.aslamsrasoi.com/contact/"	NA
